AboutBox
CopyLayerToLayer.Item.10
CopyLayerToLayer.Item.11
CopyLayerToLayer.Item.12
CopyLayerToLayer.Item.13
CopyLayerToLayer.Item.14
CopyLayerToLayer.Item.15
CopyLayerToLayer.Item.16
CopyLayerToLayer.Item.17
CopyLayerToLayer.Item.18
CopyLayerToLayer.Item.19
CopySettingsLayerDiskFilePath
CopyType
CopyXmlDocIdToClipboard
CouplingCalculationEnabled
DeleteInjectedLayer
Dfa.ReachingDefinitionsDown
Dfa.ReachingDefinitionsUp
DfaExplorerSession.ActionBar
DfaExplorerSession.ContextMenu
DumpActivityLog
DumpActivityTrackingTiming
DumpAllCommands
DumpAppDomain
DumpBindings
DumpChangeManager
DumpCommandBars
DumpConflictingActions
DumpDocumentManager
DumpDocumentMarkup
DumpFileSystemTracker
DumpOutputAssembliesCache
DumpPlatforms
DumpProjectModel
DumpProjectResolveContexts
DumpReSharperActions
DumpSymbolCache
DumpSymbolCacheForFile
DumpToolWindowState
DumpToolWindows
DumpVsHierarchy
DuplicateText
EditResourceValue
EditSettingsLayerOptions
EditorContextMenu
EnableDaemon
EncapsulateField
ErrorsView.AnalysisOnOff
ErrorsView.IgnoreAllSuchIssuesPopup
ErrorsView.IgnoreIssues
ErrorsView.IgnoreIssuesPopup
ErrorsView.PauseContinue
ErrorsView.Popup
ErrorsView.ReanalyzeAllFiles
ErrorsView.ReanalyzeFilesWithErrors
ErrorsView.ShowIgnoredIssues
ErrorsView.Toolbar
ErrorsView.UnignoreIssues
ErrorsView.UnignoreIssuesPopup
Escape
Expand
ExpandCollapse
ExpandGraph
ExploreStackTrace
ExportContextActionsList
ExportSettingsToFile
ExportToPicture
ExtendSelection
Extension2StaticAction
ExtensionManager
ExternalSourceInformation
ExternalSourcesDumpSupportInformation
ExtractClass
ExtractContentPlaceholder
ExtractInter
ExtractMethod
ExtractStyle
ExtractSuper
ExtractXamlResource
ExtractXamlStyle
FileTemplates.QuickList
FileTemplates.QuickList.More
FindDependentCode
FindDependentCode.ActionBar
FindDependentCode.Filter
FindReferencedCode
FindReferencedCode.ActionBar
FindReferencedCode.Update
FindUsages
FindUsages.ActionBar
FindUsages.Update
FindUsagesAdvanced
FocusMonitor
FolderContextMenu
ForceCompleteItem
Fucntion2Property
Function2Indexer
GC
Generate
Generate.ASPContentForPlaceholders
Generate.Constructor
Generate.Delegating
Generate.EqualityMembers
Generate.EventSubscriptions
Generate.FormattingMembers
Generate.Implementations
Generate.NewFolder
Generate.Overrides
Generate.Properties
Generate.ReadOnlyProperties
GenerateFileBesides
GoToBaseFile
GoToGoldFile
GoToPsiViewer
GoToTempFile
GoToTestFile
GotoBase
GotoBrace
GotoBraceExtend
GotoByName.ActionBar
GotoContainingDeclaration
GotoDeclaration
GotoDeclarationShort
GotoFile
GotoFileMember
GotoImplementation
GotoImplementationShort
GotoInheritors
GotoLastEditLocation
GotoMatchedTags
GotoNextErrorInSolution
GotoNextHighlight
GotoNextMethod
GotoPrevErrorInSolution
GotoPrevHighlight
GotoPrevMethod
GotoRecentEdits
GotoRecentFiles
GotoRelatedFiles
GotoSymbol
GotoType
GotoTypeDeclaration
GotoUsage
GraphContextMenu
GraphNodesActions
GraphToolbar
HideTransitiveClosure
HighlightTableColumn
HighlightTableRow
HighlightUsages
HighlighterTest
HumpNext
HumpNextExtend
HumpPrev
HumpPrevExtend
ImportSettingsFromFile
ImportSettingsFromUrl
Indexer2Function
InjectExistingFileLayerIntoInjectedLayersHost
InjectNewFileLayerIntoInjectedLayersHost
InlineContent
InlineVariable
InlineXamlResource
InsertTableColumnAfter
InsertTableColumnBefore
InsertTableRowAfter
InsertTableRowBefore
Inspect
InspectMenu
InspectThis
InspectionResults.ActionBar
InspectionResults.FilterIssues
InspectionResults.HideExceptIssueTypeGroup
InspectionResults.HideIssueTypeGroup
InspectionResults.Popup
InspectionResults.Update
IntegrationTests.TargetVsVersion
IntegrationTests.TargetVsVersion.Default
IntegrationTests.TargetVsVersion.Standalone32
IntegrationTests.TargetVsVersion.Standalone64
IntegrationTests.TargetVsVersion.VS10
IntegrationTests.TargetVsVersion.VS11
IntegrationTests.TargetVsVersion.VS12
IntegrationTests.TargetVsVersion.VS8
IntegrationTests.TargetVsVersion.VS9
Interface2Abstract
Internal
IntroParameter
IntroduceField
IntroduceVariable
Iterator2Function
JsResolveLog
KaVE.VsFeedbackGenerator
KaVE.VsFeedbackGenerator.About
KaVE.VsFeedbackGenerator.Options
KaVE.VsFeedbackGenerator.SessionManager
LineComment
LiveTemplates.Accept
LiveTemplates.CreateCategory
LiveTemplates.CreateTemplate
LiveTemplates.Delete
LiveTemplates.EditTemplate
LiveTemplates.Export
LiveTemplates.Import
LiveTemplates.Insert
LiveTemplates.ManageProviders
LiveTemplates.RestoreOriginal
LiveTemplatesToolWindow.ContextMenu
LiveTemplatesToolWindow.EmptyActionGroup
LiveTemplatesToolWindow.Toolbar
LoadIssuesReport
LocalRegister
LocateInAssemblyExplorer
LocateInSolutionExplorer
LocateItemInFileExplorer
MakeMethodNonStatic
MakeMethodStatic
Move
MoveDown
MoveInjectedLayerAfter
MoveInjectedLayerBefore
MoveInjectedLayerDown
MoveInjectedLayerFirst
MoveInjectedLayerLast
MoveInjectedLayerUp
MoveIntoMatchingFiles
MoveLeft
MoveRight
MoveUp
MvcAnnotator
NavigateBackward
NavigateBackwardApp
NavigateForward
NavigateForwardApp
NavigateOccurence
NavigateTo
NavigateToCommandPrompt
NavigateToContextMenu
NavigateToControlFlowTarget
NavigateToDeclarationConflict
NavigateToDecompiledSources
NavigateToExtensionMethods
NavigateToFunctionExits
NavigateToInterfaceImplementation
NavigateToMenu
NavigateToMetadataView
NavigateToObjectBrowser
NavigateToOverloads
NavigateToParameter
NavigateToPdb
NavigateToSubstitutions
NavigateToWindowsExplorer
ObtainPermanentTicket
OccurenceBrowser.ContextMenu
OccurenceBrowser.Filter.ShowAll
OccurenceBrowser.Filter.ShowAttribute
OccurenceBrowser.Filter.ShowBaseMethodCall
OccurenceBrowser.Filter.ShowDocumentation
OccurenceBrowser.Filter.ShowInterfaceQualification
OccurenceBrowser.Filter.ShowInvocation
OccurenceBrowser.Filter.ShowOnlyRead
OccurenceBrowser.Filter.ShowOnlyWrite
OccurenceBrowser.Filter.ShowOther
OccurenceBrowser.Filter.ShowRead
OccurenceBrowser.Filter.ShowUnitTestUsages
OccurenceBrowser.Filter.ShowVBHandlesClause
OccurenceBrowser.Filter.ShowWrite
OccurenceBrowser.MergeOccurences
OccurenceBrowser.Show
OccurenceBrowser.Standard
OnlineHelp
OpenArchitectureGraph
OpenAssemblyList
OpenExceptionReporter
OpenProjectInVisualStudio
OpenSettingsLayerContainingFolder
ParameterInfo.GoToPreviousSignature
ParameterInfo.Show
PasteMultiple
PeekDefinition
ProductPage
ProfileVisualStudio
ProfileVisualStudioAndOpenSnapshot
ProjectHierarchy.ActionBar
ProjectHierarchy.BaseOnThis
ProjectHierarchy.Browse
ProjectHierarchy.ContextMenu
ProjectHierarchy.Update
ProjectHierarchy.ViewStyle.References
ProjectHierarchy.ViewStyle.Usages
ProjectItemGroup
Property2Auto
Property2Function
PsiBrowser.ActionBar
PsiBrowser.ContextMenu
PsiBrowser.Refresh
PsiBrowser.ShowCachedTree
PsiBrowser.SyncWithEditor
PsiCleanup
PsiFilesCacheStats
PsiViewer
PullUp
PushDown
QuickDoc
ReSharper
ReSharper.Architecture
ReSharper.Edit
ReSharper.Find
ReSharper.Help
ReSharper.Inspect
ReSharper.Internal.CodeBehind
ReSharper.Navigate
ReSharper.RearrangeCode
ReSharper.Refactor
ReSharper.SubMainMenu
ReSharper.Tools
ReSharper.UnitTests
ReSharper.WebTools
ReSharper.Windows
ReSharper.Windows.Internal
ReSharperMisbehaves
ReSharper_UnitTest_DebugContext
ReSharper_UnitTest_RunContext
RedoGraph
Refactor
Refactor.Convert
Refactor.Extract
Refactor.Inline
RefactorFiles
RefactorMember
RefactorThis
RefactorType
Refactorings.AdjustNamespaces
RemoveReSharperCommands
RemoveUnusedReferences
Rename
RenameInjectedLayer
ResetAllSettings
ResetSelectedSettingsLayers
ResultList.GoToNextLocation
ResultList.GoToPrevLocation
Resume
ReturnPermanentTicket
RunInspection
RunInspection.CurrentProject
RunInspection.Solution
SafeDelete
SafeDeleteEdge
SafeDeleteReference.ActionBar
SaveArchitectureGraph
SaveAssemblyList
SaveIssuesReport
SelectContainingDeclaration
SettingsLayersDialogContextMenu
SettingsLayersDialogContext_ImportFrom
SettingsLayersDialogRightHandToolbar
SettingsLayersDialogToolbar
SettingsLayersDialogToolbar.AddLayer
SettingsLayersDialogToolbar.ImportFrom
SettingsStoreView
SettingsStoreView.AddEntry
SettingsStoreView.EditEntry
SettingsStoreView.IsHierarchical
SettingsStoreView.MountPoints.Toolbar
SettingsStoreView.OpenImportExportWindow
SettingsStoreView.OpenMountPoint
SettingsStoreView.OpenMountPointsWindow
SettingsStoreView.OpenSchemaWindow
SettingsStoreView.OpenSettingsStoreWindow
SettingsStoreView.OpenStorage
SettingsStoreView.OpenStoragesWindow
SettingsStoreView.ResetEntry
SettingsStoreView.Storage.Toolbar
SettingsStoreView.Storages.Toolbar
ShowAdvanced
ShowAnalyzeReferences
ShowAssemblyExplorer
ShowCodeBehind
ShowCodeStructure
ShowDependencies
ShowEnterLicense
ShowErrorsView
ShowFindResults
ShowHelp
ShowHierarchyWindow
ShowInspectionWindow
ShowLiveTemplates
ShowLog
ShowOfflineHelp
ShowOnlySelected
ShowOnlyTargetAndSource
ShowOptions
ShowPath
ShowPossiblePaths
ShowPsiBrowser
ShowPsiModuleBrowser
ShowQuickStart
ShowReferencesGivenByVS
ShowSettingsLayersDialog
ShowStackTraceExplorer
ShowStatistics
ShowThemedIconsToolWindow
ShowThisAndDependent
ShowThisAndReferenced
ShowTips
ShowTodoExplorer
ShowTypeBrowser
ShowUnitTestExplorer
ShowUnitTestSessions
ShrinkSelection
SilentCleanupCode
SolBuilderDuo.Build
SolBuilderDuo.BuildSelection
SolBuilderDuo.Cancel
SolBuilderDuo.Clean
SolBuilderDuo.CleanSelection
SolBuilderDuo.Debug
SolBuilderDuo.DebugDontBuild
SolBuilderDuo.DebugSelection
SolBuilderDuo.EnableHeuristics
SolBuilderDuo.EventsView.ActionBar
SolBuilderDuo.EventsView.Filter
SolBuilderDuo.EventsView.Filter.ShowAll
SolBuilderDuo.EventsView.Filter.ShowConsole
SolBuilderDuo.EventsView.Filter.ShowErrors
SolBuilderDuo.EventsView.Filter.ShowOutput
SolBuilderDuo.EventsView.Filter.ShowService
SolBuilderDuo.EventsView.Filter.ShowWarnings
SolBuilderDuo.IndicatorContextMenu
SolBuilderDuo.Rebuild
SolBuilderDuo.RebuildSelection
SolBuilderDuo.Repeat
SolBuilderDuo.Run
SolBuilderDuo.RunDontBuild
SolBuilderDuo.RunSelection
SolBuilderDuo.ShowBuildMessages
SolBuilderDuo.ShowSettings
SolutionFolderGroup
SolutionItemContainer
SolutionItemGroup
SolutionItemHead
SolutionItemLeaf
SolutionItemTests
Static2ExtensionAction
StdAfx
StructuralSearch.ActionBar
StructuralSearch.EditSearch
StructuralSearch.FindSimilarCode
StructuralSearch.Search
StyleHierarchy.ActionBar
StyleHierarchy.BaseOnThis
StyleHierarchy.ChildStylesHierarchy
StyleHierarchy.ParentStylesHierarchy
StyleHierarchy.StyleHierarchy
StyleHierarchy.Update
SubmitFeedback
SurroundWith
Suspend
Synchronize
TabLeft
Template1
Template10
Template11
Template12
Template13
Template14
Template15
Template16
Template17
Template18
Template19
Template2
Template20
Template3
Template4
Template5
Template6
Template7
Template8
Template9
TemplatesExplorer.Filter.ShowPredefined
TemplatesExplorerToolWindow.Show
TemplatesExplorerToolWindow.Toolbar
TestUpdatesXslt
TextControl.Backspace
TextControl.Copy
TextControl.Cut
TextControl.Delete
TextControl.DocumentEnd
TextControl.DocumentEnd.Selection
TextControl.DocumentHome
TextControl.DocumentHome.Selection
TextControl.Down
TextControl.Down.Selection
TextControl.End
TextControl.End.Selection
TextControl.Enter
TextControl.Home
TextControl.Home.Selection
TextControl.Left
TextControl.Left.Selection
TextControl.NextWord
TextControl.NextWord.Selection
TextControl.PageDown
TextControl.PageDown.Selection
TextControl.PageUp
TextControl.PageUp.Selection
TextControl.Paste
TextControl.PreviousWord
TextControl.PreviousWord.Selection
TextControl.Right
TextControl.Right.Selection
TextControl.SelectAll
TextControl.Tab
TextControl.Undo
TextControl.Up
TextControl.Up.Selection
TextControlDebugMonitor.Show
ThrowException
TodoExplorer.ActionBar
TodoExplorer.ActionBar.ShowOptions
TodoExplorer.Locate
TodoExplorer.Popup
ToggleSuspended
TransformOutParameters
TreeModelBrowser.CollapseAll
TreeModelBrowser.Copy
TreeModelBrowser.ExpandAll
TreeModelBrowser.Export
TreeModelBrowser.Export.Html
TreeModelBrowser.Export.Text
TreeModelBrowser.Export.Xml
TreeModelBrowser.ExportSelection.Html
TreeModelBrowser.ExportSelection.Text
TreeModelBrowser.ExportSelection.Xml
TreeModelBrowser.NextOccurence
TreeModelBrowser.Preview.Horizontal
TreeModelBrowser.Preview.Toggle
TreeModelBrowser.Preview.Vertical
TreeModelBrowser.PreviousOccurence
TreeModelBrowser.Selection
TreeModelBrowser.Standard
TryProjectTransaction
TypeBrowser.ActionBar
TypeBrowser.ContextMenu
TypeBrowser.Refresh
TypeBrowserMembers.ActionBar
TypeBrowserMembers.ContextMenu
TypeHierarchy.ActionBar
TypeHierarchy.BaseOnThis
TypeHierarchy.Browse
TypeHierarchy.ClassHierarchy
TypeHierarchy.ContextMenu
TypeHierarchy.ImplementationHierarchy
TypeHierarchy.IncludeExternalElements
TypeHierarchy.InterfaceLeaves
TypeHierarchy.SubTypesHierarchy
TypeHierarchy.SuperTypesHierarchy
TypeHierarchy.Update
TypeHierarchyMember.ContextMenu
TypeHierarchyMembers.ActionBar
TypeHierarchyMembers.ShowInstance
TypeHierarchyMembers.ShowPolymorphic
TypeSpace
UndoGraph
UnitTest.ContextMenu
UnitTest.ContextMenu.HostProvider1
UnitTest.ContextMenu.HostProvider2
UnitTest.ContextMenu.HostProvider3
UnitTest.ContextMenu.HostProvider4
UnitTest.ContextMenu.HostProvider5
UnitTest.RunCurrentSession
UnitTest.RunSolution
UnitTest.RunSolution1
UnitTest.RunSolution2
UnitTest.RunSolution3
UnitTest.RunSolution4
UnitTest.RunSolution5
UnitTest.RunSolutionActions
UnitTestExplorer.ActionBar
UnitTestExplorer.ContextMenu
UnitTestExplorer.OpenInExplorer
UnitTestExplorer.Refresh
UnitTestSession.Abort
UnitTestSession.ActionBar
UnitTestSession.AppendChildren
UnitTestSession.AppendTests
UnitTestSession.BuildPolicy
UnitTestSession.BuildPolicy.Always
UnitTestSession.BuildPolicy.Automatic
UnitTestSession.BuildPolicy.Never
UnitTestSession.BuildPolicy.WholeSolution
UnitTestSession.ContextMenu
UnitTestSession.Filter.ShowAll
UnitTestSession.Filter.ShowFailed
UnitTestSession.Filter.ShowIgnored
UnitTestSession.Filter.ShowOnlyFailed
UnitTestSession.Filter.ShowOnlyIgnored
UnitTestSession.Filter.ShowSuccess
UnitTestSession.Lock
UnitTestSession.NewSession
UnitTestSession.RemoveSelectedNodes
UnitTestSession.Rename
UnitTestSession.RepeatPreviousRun
UnitTestSession.RunAllAction1
UnitTestSession.RunAllAction2
UnitTestSession.RunAllAction3
UnitTestSession.RunAllAction4
UnitTestSession.RunAllAction5
UnitTestSession.RunAllActions
UnitTestSession.RunAllTestsInSession
UnitTestSession.Show
UnitTestSession.TabContextMenu
UnitTestSession.TargetFramework
UnitTestSession.TargetFramework.CLR2
UnitTestSession.TargetFramework.CLR4
UnitTestSession.TargetFramework.CLR45
UnitTestSession.TargetFramework.Default
UnitTestSession.TargetPlatform
UnitTestSession.TargetPlatform.Default
UnitTestSession.TargetPlatform.x64
UnitTestSession.TargetPlatform.x86
UnitTestSession.Time
UnitTestSession.TrackRunningTest
UseBaseTypeAction
VSRefactor.EncapsulateField
VSRefactor.ExtractInterface
VSRefactor.ExtractMethod
VSRefactor.PromoteLocal
VSRefactor.RemoveParameters
VSRefactor.Rename
VSRefactor.ReorderParameters
ViewChangeManager
ViewCodeBehind1
ViewCodeBehind2
ViewCodeBehind3
ViewCodeBehind4
ViewCodeBehind5
ViewCodeBehind6
ViewCodeBehind7
ViewCodeBehind8
ViewCodeBehind9
ViewControlFlowGraph
VsCloseAll
WindowManager.ActivateRecentTool
WindowManager.CloseRecentTool
WordDeleteToEnd
WordDeleteToStart
WordNext
WordNextExtend
WordPrev
WordPrevExtend
